Date,Open,High,Low,Close,Adjusted_close,Volume
2023-05-25,172.41,173.895,171.69,172.99,172.7567,56058262
2023-05-26,173.32,175.77,173.11,175.43,175.1934,54834980
2023-05-30,176.96,178.99,176.57,177.3,177.0609,55964398
2023-05-31,177.325,179.35,176.76,177.25,177.011,99625289
2023-06-01,177.7,180.12,176.9306,180.09,179.8471,68901805
2023-06-02,181.03,181.78,179.26,180.95,180.706,61996910
2023-06-05,182.63,184.951,178.035,179.58,179.3378,121946492
2023-06-06,179.965,180.12,177.43,179.21,178.9683,64848367
2023-06-07,178.44,181.21,177.32,177.82,177.5802,61944621
2023-06-08,177.895,180.84,177.46,180.57,180.3265,50214879
2023-06-09,181.5,182.23,180.63,180.96,180.716,48899969
2023-06-12,181.27,183.89,180.97,183.79,183.5422,54755000
2023-06-13,182.8,184.15,182.44,183.31,183.0628,54929129
2023-06-14,183.37,184.39,182.02,183.95,183.7019,57462879
2023-06-15,183.96,186.52,183.78,186.01,185.7592,65433168
2023-06-16,186.73,186.99,184.27,184.92,184.6706,101256203
2023-06-20,184.41,186.1,184.41,185.01,184.7605,49799090
2023-06-21,184.9,185.41,182.5901,183.96,183.7119,49515699
2023-06-22,183.74,187.045,183.67,187,186.7478,51245328
2023-06-23,185.55,187.56,185.01,186.68,186.4283,53117000
2023-06-26,186.83,188.05,185.23,185.27,185.0202,48088660
2023-06-27,185.89,188.39,185.67,188.06,187.8064,50730848
2023-06-28,187.93,189.9,187.6,189.25,188.9948,51216801
2023-06-29,189.08,190.07,188.94,189.59,189.3343,46347312
2023-06-30,191.63,194.48,191.26,193.97,193.7084,85213219
2023-07-03,193.78,193.88,191.76,192.46,192.2005,31346600
2023-07-05,191.565,192.98,190.62,191.33,191.072,46920262
2023-07-06,189.84,192.02,189.2,191.81,191.5513,45156008
2023-07-07,191.41,192.67,190.24,190.68,190.4229,46815000
2023-07-10,189.26,189.99,187.035,188.61,188.3557,59922160
2023-07-11,189.16,189.3,186.6,188.08,187.8264,46638121
2023-07-12,189.68,191.7,188.47,189.77,189.5141,60750246
2023-07-13,190.5,191.19,189.78,190.54,190.283,41342340
2023-07-14,190.23,191.1799,189.63,190.69,190.4328,41616238
2023-07-17,191.9,194.32,191.81,193.99,193.7284,50520160
2023-07-18,193.35,194.33,192.415,193.73,193.4687,48353770
2023-07-19,193.1,198.23,192.65,195.1,194.8369,80507320
2023-07-20,195.09,196.47,192.495,193.13,192.8696,59581199
2023-07-21,194.1,194.97,191.23,191.94,191.6812,71951680
2023-07-24,193.41,194.91,192.25,192.75,192.4901,45505102
2023-07-25,193.33,194.44,192.915,193.62,193.3589,37283199
2023-07-26,193.67,195.64,193.32,194.5,194.2377,47471871
2023-07-27,196.02,197.2,192.55,193.22,192.9594,47460180
2023-07-28,194.67,196.626,194.14,195.83,195.5659,48291441
2023-07-31,196.06,196.49,195.26,196.45,196.1851,38824113
2023-08-01,196.235,196.73,195.28,195.605,195.3412,35281434
2023-08-02,195.04,195.18,191.8507,192.58,192.3203,50389328
2023-08-03,191.57,192.37,190.69,191.17,190.9122,62243281
2023-08-04,185.52,187.38,181.92,181.99,181.7446,115956797
2023-08-07,182.13,183.13,177.35,178.85,178.6088,97576070
2023-08-08,179.69,180.27,177.58,179.8,179.5575,67823000
2023-08-09,180.87,180.93,177.01,178.19,177.9497,60378488
2023-08-10,179.48,180.75,177.6,177.97,177.73,54686848
2023-08-11,177.32,178.62,176.55,177.79,177.79,52036672
2023-08-14,177.97,179.69,177.305,179.46,179.46,43675633
2023-08-15,178.88,179.48,177.05,177.45,177.45,43622594
2023-08-16,177.13,178.54,176.5,176.57,176.57,46964859
2023-08-17,177.14,177.5054,173.48,174,174,66062883
2023-08-18,172.3,175.1,171.96,174.49,174.49,61172152
2023-08-21,175.07,176.13,173.735,175.84,175.84,46311879
2023-08-22,177.06,177.68,176.25,177.23,177.23,42084246
2023-08-23,178.52,181.55,178.325,181.12,181.12,52722754
2023-08-24,180.674,181.104,176.01,176.38,176.38,54945801
2023-08-25,177.38,179.15,175.82,178.61,178.61,51449594
2023-08-28,180.09,180.59,178.545,180.19,180.19,43820699
2023-08-29,179.695,184.9,179.5,184.12,184.12,53003953
2023-08-30,184.94,187.85,184.74,187.65,187.65,60813887
2023-08-31,187.84,189.12,187.48,187.87,187.87,60794473
2023-09-01,189.485,189.92,188.28,189.46,189.46,45766500
2023-09-05,188.28,189.98,187.61,189.7,189.7,45280031
2023-09-06,188.4,188.85,181.47,182.91,182.91,81755820
2023-09-07,175.18,178.21,173.54,177.56,177.56,112488797
2023-09-08,178.35,180.239,177.79,178.18,178.18,65602070
2023-09-11,180.07,180.3,177.34,179.36,179.36,58953047
2023-09-12,179.49,180.13,174.82,176.3,176.3,90370195
2023-09-13,176.51,177.3,173.98,174.21,174.21,84267930
2023-09-14,174,176.1,173.58,175.74,175.74,60895762
2023-09-15,176.48,176.5,173.82,175.01,175.01,109205100
2023-09-18,176.48,179.38,176.17,177.97,177.97,67257600
2023-09-19,177.52,179.63,177.13,179.07,179.07,51826900
2023-09-20,179.26,179.7,175.4,175.49,175.49,58436200
2023-09-21,174.55,176.3,173.86,173.93,173.93,63047900
2023-09-22,174.67,177.08,174.05,174.79,174.79,56663000
2023-09-25,174.2,176.97,174.15,176.08,176.08,46172700
2023-09-26,174.82,175.2,171.66,171.96,171.96,64588900
2023-09-27,172.62,173.04,169.05,170.43,170.43,66921800
2023-09-28,169.34,172.03,167.62,170.69,170.69,56294400
2023-09-29,172.02,173.07,170.34,171.21,171.21,51814200
2023-10-02,171.22,174.3,170.93,173.75,173.75,52164500
2023-10-03,172.26,173.63,170.82,172.4,172.4,49594600
2023-10-04,171.09,174.21,170.97,173.66,173.66,53020300
2023-10-05,173.79,175.45,172.68,174.91,174.91,48527900
2023-10-06,173.8,177.99,173.18,177.49,177.49,57224100
2023-10-09,176.81,179.05,175.8,178.99,178.99,42390800
2023-10-10,178.1,179.72,177.95,178.39,178.39,43698000
2023-10-11,178.2,179.85,177.6,179.8,179.8,47551100
2023-10-12,180.07,182.34,179.04,180.71,180.71,56743100
2023-10-13,181.42,181.93,178.14,178.85,178.85,51427100
2023-10-16,176.75,179.08,176.51,178.72,178.72,52517000
2023-10-17,176.65,178.42,174.8,177.15,177.15,57549400
2023-10-18,175.58,177.58,175.11,175.84,175.84,54764400
2023-10-19,176.04,177.84,175.19,175.46,175.46,59302900
2023-10-20,175.31,175.42,172.64,172.88,172.88,64189300
2023-10-23,170.91,174.01,169.93,173,173,55980100
2023-10-24,173.05,173.67,171.45,173.44,173.44,43816600
2023-10-25,171.88,173.06,170.65,171.1,171.1,57157000
2023-10-26,170.37,171.38,165.67,166.89,166.89,70625300
2023-10-27,166.91,168.96,166.83,168.22,168.22,58499100
2023-10-30,169.02,171.17,168.87,170.29,170.29,51131000
2023-10-31,169.35,170.9,167.9,170.77,170.77,44818700
2023-11-01,171,174.23,170.13,173.97,173.97,56430876
